Country,Indicator,Education level,Statistical unit,Gender,Age,Mobility,Year,Value
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2019,2.867
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2020,2.876
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2005,2.89
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2010,3.161
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2011,3.662
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2012,3.591
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2013,3.187
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2014,3.181
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2015,3.512
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2016,3.522
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2017,3.557
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2018,3.849
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2019,3.688
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2020,3.865
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2005,0.473
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2010,0.917
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2011,0.915
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2012,0.996
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2013,1.053
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2014,1.348
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2015,1.213
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2016,1.084
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2017,1.127
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2018,1.076
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2019,1.0
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2020,1.058
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2005,0.621
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2010,0.946
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2011,1.061
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2012,1.039
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2013,1.316
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2014,1.408
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2015,1.315
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2016,1.138
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2017,1.292
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2018,1.15
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2019,1.163
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2020,1.112
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2005,0.544
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2010,0.931
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2011,0.985
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2012,1.017
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2013,1.182
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2014,1.377
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2015,1.262
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2016,1.109
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2017,1.209
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2018,1.113
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2019,1.082
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2020,1.085
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2005,0.364
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2010,0.538
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2011,0.516
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2012,0.541
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2013,0.525
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2014,0.638
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2015,0.634
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2016,0.485
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2017,0.535
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2018,0.501
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2019,0.425
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2020,0.451
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2005,0.499
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2010,0.537
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2011,0.542
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2012,0.548
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2013,0.623
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2014,0.646
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2015,0.599
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2016,0.506
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2017,0.557
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2018,0.428
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2019,0.461
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2020,0.421
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2005,0.429
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2010,0.538
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2011,0.529
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2012,0.545
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2013,0.573
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2014,0.642
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2015,0.618
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2016,0.495
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2017,0.546
New Zealand,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2018,0.466
